B&B-HB-MHV,BestFS-HB-MHV,B&B-HB-MVPWU,BestFS-HB-MVPWU,B&B-HB-MCF,BestFS-HB-MCF,01LP,BoolOpt
1.651684,0.996369,0.393772,0.358821,2.171567,0.399596,15.468334,0.389984
0.623568,0.462507,0.306688,0.334356,1.746631,0.277853,0.362316,0.276106
0.45639,0.366103,0.197468,0.151159,0.243195,0.187857,0.283096,0.260961
0.230962,0.351831,0.035824,0.02563,0.06757,0.063493,0.531242,0.461633
0.422896,0.364646,0.145626,0.136305,0.222224,0.223389,0.424644,0.373966
0.352413,0.332318,0.182614,0.163101,0.254262,0.170965,0.490175,6.114229
0.274941,0.279892,0.237952,0.209118,0.249311,0.151159,0.380956,0.308435
0.254554,0.249602,0.098442,0.08621,0.173294,0.110093,0.360277,0.359695
0.247272,0.192226,0.03961,0.03029,0.087084,0.044853,0.441828,0.339598
0.243777,0.246981,0.083298,0.074851,0.12815,0.112714,0.311055,0.428138
0.227176,0.217273,0.080968,0.078347,0.124655,0.089997,0.357948,0.317464
0.227175,0.191935,0.069027,0.051551,0.09087,0.087958,0.325327,0.330861
0.230671,0.20737,0.070483,0.065241,0.091453,0.0932,5.845696,0.383286
0.216399,0.218438,0.073978,0.058833,0.11184,0.089414,0.299989,0.277271
0.205914,0.205914,0.068735,0.056211,0.089123,0.065823,0.295619,0.313678
0.219312,0.211157,0.074851,0.061745,0.090288,0.071648,0.282805,0.3029
0.21203,0.193391,0.061162,0.048639,0.080386,0.059415,0.288629,0.340182
0.207371,0.198051,0.122034,0.086793,0.0932,0.066114,0.302027,0.275523
0.199506,0.192517,0.061746,0.050386,0.089705,0.082716,0.284552,0.258922
0.192808,0.181741,0.073686,0.057668,0.089705,0.066405,0.350375,0.25601
0.250184,0.192517,0.101064,0.081841,0.075143,0.057959,0.300571,0.225137
0.180575,0.173876,0.043105,0.033202,0.058833,0.041358,0.32125,0.293872
0.215234,0.200671,0.106598,0.066697,0.138053,0.076017,0.287173,0.257757
0.186401,0.168343,0.044852,0.036406,0.069609,0.054464,0.289503,0.283679
0.210283,0.19543,0.086502,0.064948,0.087084,0.068153,0.241447,0.228341
0.242612,0.230089,0.106306,0.092909,0.115335,0.102811,0.258048,0.446196
0.200381,0.177371,0.064075,0.042523,0.076017,0.053881,0.306105,0.238535
0.198925,0.179993,0.044561,0.039901,0.057085,0.04194,0.292125,0.378626
0.199215,0.183779,0.07223,0.059706,0.098152,0.070774,0.248146,0.275523
0.19572,0.171546,0.076598,0.053299,0.09087,0.055338,0.180575,0.187566
0.158732,0.146499,0.066988,0.054464,0.073687,0.055338,0.210575,0.183779
0.177663,0.168052,0.06524,0.058833,0.063201,0.05359,0.216108,0.186109
0.062327,0.054464,0.027377,0.018348,0.040193,0.029125,0.246107,0.21902
0.171546,0.161935,0.070774,0.060289,0.083589,0.067862,0.206497,0.191935
0.166887,0.151159,0.071065,0.058542,0.081841,0.063492,0.210574,0.178245
0.157858,0.14679,0.057085,0.0466,0.070191,0.056212,0.205041,0.197468
0.153489,0.156111,0.043397,0.034076,0.06291,0.05126,0.208244,0.20475
0.157858,0.14446,0.052426,0.040484,0.064949,0.050678,0.207954,0.182905
0.212322,0.15611,0.066406,0.051551,0.074852,0.059415,0.198924,0.186109
0.147373,0.131937,0.031747,0.020679,0.041066,0.029125,0.233,0.205914
0.176498,0.146499,0.058832,0.047473,0.076599,0.054756,0.177954,0.182032
0.130481,0.120869,0.026504,0.01864,0.036407,0.029707,0.221934,0.216108
0.156693,0.146791,0.057668,0.048348,0.059707,0.048638,0.208827,0.190769
0.164848,0.147081,0.060872,0.049804,0.073978,0.056503,0.226302,0.204458
0.171838,0.15378,0.063202,0.043687,0.064949,0.050386,0.233584,0.214069
0.19106,0.162226,0.075142,0.055338,0.077181,0.056793,0.18145,0.599103
0.136305,0.140383,0.034659,0.02563,0.044562,0.034076,0.213196,0.20271
0.155819,0.140383,0.066697,0.054755,0.078638,0.061162,0.228923,0.186401
0.162227,0.155528,0.038445,0.028834,0.05359,0.037863,0.23271,0.319794
0.173586,0.166304,0.051843,0.041357,0.059998,0.043105,0.224554,0.267368
0.165721,0.148829,0.057377,0.044852,0.067571,0.056503,0.23038,0.296784
0.20737,0.193099,0.050095,0.053007,0.066405,0.068444,0.298241,0.306687
0.23737,0.214652,0.073686,0.064658,0.105141,0.083881,0.298533,0.264456
0.218147,0.193682,0.100481,0.080968,0.107762,0.082715,0.266494,0.481729
0.175042,0.163391,0.038445,0.03029,0.05592,0.036989,0.258048,0.214361
0.149702,0.137179,0.061454,0.03728,0.059124,0.037572,0.234457,0.218729
0.162809,0.144751,0.058541,0.045727,0.070774,0.054173,0.203002,0.187274
0.164848,0.15378,0.059706,0.046891,0.071065,0.055628,0.215817,0.212031
0.148247,0.129898,0.041649,0.032038,0.053591,0.040192,0.260961,0.240574
0.167178,0.153198,0.062619,0.051551,0.072522,0.057376,0.215817,0.203002
0.175333,0.156984,0.059707,0.049804,0.075434,0.057086,0.220186,0.204749
0.076599,0.069026,0.032329,0.024173,0.049222,0.036406,0.221059,0.220477
0.174751,0.147373,0.072521,0.052134,0.106598,0.065532,0.585997,0.201546
0.189896,0.173294,0.088831,0.074851,0.122034,0.078637,0.142421,0.126986
0.172712,0.159023,0.069901,0.057959,0.082133,0.061745,0.140092,0.142131
0.263582,0.173877,0.102521,0.083297,0.105433,0.089414,0.115627,0.100773
0.143004,0.128733,0.039319,0.03029,0.045435,0.032912,0.164266,0.142131
0.151451,0.145335,0.052425,0.042231,0.059415,0.045726,0.123782,0.108345
0.149703,0.138345,0.055047,0.043105,0.079512,0.048057,0.136888,0.144461
0.14446,0.133393,0.061163,0.04427,0.062328,0.047183,0.136888,0.175041
0.161644,0.145625,0.053881,0.039901,0.060871,0.043978,0.159023,0.147664
0.181449,0.16776,0.064658,0.051551,0.072812,0.056502,0.212322,0.135432
0.190478,0.179994,0.066988,0.053008,0.072522,0.056794,0.15844,0.145043
0.177954,0.153781,0.092327,0.059124,0.076308,0.056794,0.136306,0.136888
0.171838,0.154654,0.077473,0.060872,0.075434,0.057377,0.131063,0.131063
0.160188,0.24902,0.032037,0.029416,0.051551,0.025921,0.329696,0.203002
0.230088,0.241739,0.094947,0.103394,0.1232,0.085919,0.214943,0.177954
0.270572,0.168343,0.079221,0.049804,0.091744,0.059416,0.231836,0.228923
0.219312,0.186401,0.109511,0.089997,0.088249,0.068735,0.173294,0.142713
0.196303,0.175333,0.106016,0.08621,0.07689,0.063784,0.155237,0.138927
0.158149,0.153781,0.082716,0.05359,0.059124,0.040775,0.174168,0.145917
0.166304,0.15349,0.042231,0.033493,0.063202,0.044271,0.184361,0.167761
0.183197,0.161935,0.072521,0.059706,0.096112,0.069609,0.216108,0.168926
0.187857,0.178828,0.050386,0.038153,0.066405,0.052425,0.209409,0.173877
0.163392,0.149411,0.055921,0.042522,0.063784,0.048347,0.193973,0.173294
0.187275,0.175333,0.07689,0.061162,0.073395,0.056503,0.250767,0.25135
0.187274,0.174168,0.040193,0.032038,0.041941,0.030582,0.219021,0.260378
0.076308,0.063493,0.04194,0.034367,0.05592,0.038736,0.160771,0.159023
0.166304,0.167178,0.05359,0.029416,0.147373,0.029999,0.229797,0.199216
0.184944,0.16281,0.064075,0.062619,0.068153,0.073395,0.179702,0.154362
0.17912,0.17009,0.027669,0.024757,0.042523,0.031455,0.222807,0.189604
0.173294,0.209701,0.064949,0.061745,0.061745,0.051842,0.195429,0.312803
0.159897,0.134558,0.038445,0.03029,0.049221,0.045726,0.20038,0.200963
0.114752,0.107181,0.045435,0.037863,0.052133,0.043105,0.136014,0.135723
0.120287,0.113005,0.031455,0.029125,0.039027,0.033203,0.138344,0.131937
0.105432,0.092326,0.0466,0.039901,0.048348,0.051552,0.162809,0.143878
0.120578,0.116501,0.046892,0.033785,0.040775,0.035824,0.151159,0.140383
0.146208,0.145916,0.063784,0.057668,0.05359,0.045435,0.152033,0.263873
0.131646,0.122034,0.059998,0.05359,0.063493,0.051551,0.149411,0.142421
0.139801,0.131937,0.059124,0.059998,0.060871,0.047183,0.200089,0.160188
0.136015,0.136014,0.03495,0.032037,0.03961,0.031455,0.195138,0.172712
0.141257,0.113297,0.053299,0.044271,0.060289,0.049804,0.12116,0.108928
0.113296,0.108054,0.035241,0.040484,0.047765,0.116792,0.145043,0.131937
0.049222,0.040193,0.024465,0.017766,0.033785,0.021262,0.138344,0.20504
0.114461,0.101064,0.043105,0.033494,0.050969,0.036989,0.12116,0.123199
0.04427,0.039028,0.025922,0.018349,0.03495,0.024757,0.173003,0.155528
0.117665,0.108928,0.05592,0.03728,0.056503,0.044853,0.144751,0.13485
0.119995,0.110675,0.033494,0.023592,0.044271,0.032329,0.172712,0.148829
0.122326,0.108054,0.044562,0.030872,0.063202,0.041649,0.144461,0.142421
0.104559,0.092618,0.048057,0.039319,0.04893,0.039027,0.125529,0.133685
0.111258,0.101064,0.045144,0.033202,0.049513,0.037572,0.160188,0.134849
0.110675,0.099025,0.039319,0.029708,0.047766,0.03495,0.161062,0.13747
0.126402,0.10019,0.049513,0.039319,0.054755,0.044853,0.133975,0.119995
0.115336,0.101938,0.03961,0.031747,0.046309,0.039901,0.169799,0.159606
0.1165,0.110093,0.02563,0.018641,0.032038,0.024465,0.169217,0.152033
0.115044,0.106889,0.042814,0.032038,0.050678,0.035824,0.15611,0.157858
0.109802,0.105433,0.015436,0.010485,0.024465,0.016019,0.176498,0.160188
0.120578,0.10485,0.037571,0.02796,0.044271,0.03262,0.15378,0.138926
0.131062,0.133393,0.040775,0.031746,0.056794,0.041358,0.153781,0.304939
0.11883,0.108346,0.037862,0.027669,0.054464,0.041066,0.152907,0.141257
0.132519,0.124365,0.050677,0.040192,0.066987,0.048057,0.161061,0.150577
0.137179,0.128442,0.032912,0.023882,0.040484,0.028833,0.171838,0.156693
0.150286,0.125821,0.054173,0.041066,0.062911,0.047183,0.164265,0.141548
0.138635,0.131645,0.052716,0.03961,0.057667,0.043397,0.147956,0.131646
0.136015,0.129315,0.039902,0.03029,0.049804,0.039027,0.172712,0.246107
0.152324,0.131646,0.07922,0.062036,0.078346,0.057377,0.139801,0.126403
0.14213,0.137179,0.040483,0.030873,0.048639,0.038445,0.159897,0.213778
0.14213,0.135141,0.043978,0.033785,0.053008,0.038445,0.164266,0.139801
0.132228,0.12349,0.054755,0.042814,0.061454,0.04893,0.141256,0.115626
0.120578,0.116209,0.039028,0.028834,0.046309,0.033785,0.268242,0.164265
0.132228,0.11883,0.049222,0.039319,0.059124,0.042814,0.159023,0.14912
0.16776,0.150868,0.0466,0.035532,0.052716,0.04194,0.181741,0.166887
0.143586,0.128733,0.0466,0.036698,0.02796,0.01864,0.19572,0.181449
0.141257,0.126112,0.054755,0.042231,0.064367,0.047474,0.139801,0.13048
0.142421,0.127859,0.069317,0.053299,0.066696,0.052717,0.117083,0.11854
0.13281,0.117666,0.046017,0.038445,0.054464,0.040483,0.161936,0.219021
0.130189,0.12582,0.069026,0.041067,0.06058,0.040484,0.17213,0.143004
0.124655,0.120869,0.015437,0.010776,0.022426,0.014563,0.172712,0.149121
0.14213,0.120869,0.055337,0.0466,0.064657,0.049804,0.14446,0.217274
0.140966,0.162226,0.048056,0.038445,0.056502,0.043688,0.181158,0.136306
0.143878,0.132228,0.055629,0.033494,0.045435,0.029999,0.19339,0.168634
0.155819,0.145334,0.037571,0.028834,0.059998,0.034659,0.268533,0.244068
0.161062,0.159606,0.044853,0.034368,0.056502,0.03961,0.20475,0.180284
0.126986,0.117957,0.028252,0.020388,0.02796,0.01864,0.165139,0.162518
0.144752,0.134266,0.033785,0.025921,0.041358,0.030582,0.193099,0.163974
0.131937,0.119121,0.062036,0.037863,0.070191,0.045435,0.162518,0.129316
0.128151,0.121161,0.056502,0.041358,0.061454,0.0466,0.20737,0.187565
0.143004,0.129607,0.049512,0.036697,0.068735,0.040484,0.186691,0.169216
0.140674,0.126111,0.052426,0.040775,0.068735,0.050678,0.175042,0.188439
0.152615,0.139801,0.080676,0.068444,0.08155,0.064367,0.133393,0.136014
0.136596,0.126111,0.03961,0.031164,0.043105,0.03029,0.165722,0.251058
0.138927,0.121451,0.056503,0.052716,0.06757,0.048057,0.166013,0.218439
0.140383,0.127567,0.049513,0.041066,0.078056,0.041649,0.159023,0.251641
0.136888,0.125238,0.05592,0.045144,0.055046,0.039902,0.138053,0.134849
0.149703,0.131063,0.045726,0.035241,0.052134,0.03961,0.136014,0.766573
0.150577,0.13514,0.08388,0.064949,0.059998,0.049221,0.120578,0.109219
0.136597,0.124656,0.027087,0.019222,0.033203,0.0233,0.180575,0.155527
0.138344,0.130772,0.021552,0.016019,0.027669,0.020388,0.264747,0.191643
0.130772,0.12786,0.029999,0.020387,0.035533,0.024465,0.183197,0.159023
0.122907,0.115336,0.0466,0.037571,0.05126,0.039027,0.166304,0.142422
0.120578,0.113006,0.038154,0.029416,0.053881,0.040775,0.149412,0.15611
0.141548,0.1398,0.059998,0.047183,0.068153,0.05359,0.161353,0.145334
0.169799,0.156984,0.091161,0.073104,0.096987,0.069318,0.154655,0.13747
0.161061,0.145626,0.085336,0.070192,0.093492,0.075142,0.151451,0.12116
0.161935,0.149412,0.056211,0.040484,0.056794,0.040193,0.184362,0.243777
0.126985,0.096113,0.033203,0.024174,0.079803,0.050386,0.160771,0.13747
0.111258,0.096113,0.04194,0.03262,0.046892,0.034658,0.15611,0.138344
0.124947,0.110675,0.049221,0.03728,0.056212,0.043397,0.161353,0.157275
0.108346,0.095239,0.013689,0.008737,0.019222,0.012524,0.235331,0.204167
0.121743,0.116501,0.037572,0.026795,0.057085,0.032329,0.183488,0.152324
0.140383,0.121742,0.048057,0.042523,0.055337,0.039027,0.147665,0.458429
0.128441,0.106307,0.045435,0.03029,0.055046,0.065531,0.171838,0.157567
0.118831,0.104267,0.043688,0.031455,0.044853,0.03495,0.148829,0.140674
0.118247,0.100481,0.031746,0.020678,0.03262,0.020679,0.136306,0.472992
0.121452,0.106889,0.042814,0.031455,0.046017,0.030582,0.173586,0.156402
0.12349,0.108054,0.040484,0.028834,0.049222,0.035533,0.172421,0.334939
0.121451,0.107763,0.035824,0.026504,0.043979,0.032329,0.195721,0.153489
0.128733,0.113297,0.04427,0.030581,0.056794,0.040192,0.173877,0.201546
0.121451,0.108637,0.034368,0.026504,0.041357,0.028834,0.205623,0.334356
0.126986,0.109219,0.043979,0.032621,0.057376,0.041358,0.19106,0.177663
0.115918,0.10485,0.019223,0.012815,0.028542,0.027377,0.219312,0.185235
0.104268,0.099317,0.013398,0.008738,0.019514,0.012232,0.228049,0.198924
0.129316,0.116792,0.033493,0.02796,0.033786,0.023009,0.197177,0.195139
0.136015,0.124073,0.047765,0.035241,0.063201,0.044853,0.189604,0.19339
0.127568,0.11417,0.050969,0.03961,0.068735,0.043105,0.176207,0.155528
0.135723,0.115044,0.05126,0.038445,0.061162,0.043397,0.171547,0.155528
0.147664,0.114461,0.136887,0.08854,0.062328,0.045727,0.141548,0.130189
0.123199,0.109219,0.043397,0.033203,0.057959,0.04194,0.18844,0.155237
0.129316,0.132811,0.050969,0.037863,0.058833,0.042523,0.145916,0.205623
0.135723,0.119995,0.042814,0.031455,0.058833,0.040484,0.196886,0.199215
0.14446,0.122908,0.046309,0.034368,0.063202,0.045726,0.203584,0.296494
0.14446,0.129607,0.043979,0.035242,0.055338,0.042232,0.176207,0.191352
0.133684,0.118248,0.053299,0.040484,0.063201,0.045144,0.149994,0.1398
0.110384,0.096404,0.025921,0.016601,0.030872,0.022135,0.210283,0.194555
0.122034,0.111257,0.035533,0.025048,0.044561,0.031164,0.199507,0.163392
0.111841,0.096987,0.04893,0.034367,0.062327,0.033785,0.153781,0.210575
0.1165,0.103976,0.053007,0.039319,0.062036,0.044271,0.171838,0.145625
0.111549,0.121451,0.036698,0.026795,0.046018,0.032912,0.179702,0.150285
0.145043,0.125238,0.063493,0.047473,0.069318,0.048639,0.146208,0.159023
0.147665,0.131062,0.077764,0.059415,0.077473,0.064949,0.851618,0.143295
0.131645,0.112714,0.057086,0.037863,0.070192,0.043688,0.192517,0.165139
0.111258,0.10019,0.050387,0.02796,0.051551,0.033202,0.165721,0.166886
0.147664,0.113588,0.088541,0.047473,0.083589,0.073395,0.142713,0.196886
0.108927,0.093492,0.022135,0.015145,0.029999,0.019514,0.197759,0.195429
0.106889,0.095239,0.019222,0.012233,0.027669,0.017475,0.231544,0.193682
0.12582,0.107471,0.045144,0.032911,0.053008,0.038154,0.183779,0.17213
0.129898,0.119413,0.052425,0.037862,0.057959,0.042231,0.204458,0.179411
0.101937,0.091162,0.020096,0.014854,0.021261,0.011941,0.221933,0.183488
0.127568,0.10951,0.053299,0.039902,0.058541,0.042814,0.15145,0.22135
0.116209,0.114462,0.036115,0.023883,0.040775,0.028834,0.191643,0.164557
0.153781,0.138053,0.027378,0.020679,0.072231,0.052134,0.165721,1.06656
0.139801,0.117956,0.043396,0.031164,0.062911,0.040192,0.191934,0.275523
0.129898,0.117374,0.054756,0.041067,0.053007,0.035824,0.209409,0.210575
0.109511,0.096987,0.037863,0.027669,0.045727,0.032329,0.168343,0.160188
0.14184,0.125238,0.056211,0.043396,0.066114,0.050096,0.156985,0.171256
0.133102,0.12116,0.046308,0.034658,0.053008,0.0466,0.188731,0.168343
0.223972,0.201255,0.095239,0.079803,0.563279,0.078929,0.191934,0.157858
0.180575,0.163392,0.069026,0.05359,0.080676,0.060289,0.184653,0.16281
0.176789,0.147956,0.053881,0.037863,0.056503,0.041649,0.222225,0.22135
0.158149,0.141548,0.048056,0.036115,0.059706,0.043396,0.223681,0.215526
0.14184,0.143004,0.038154,0.028252,0.046018,0.033203,0.198633,0.179702
0.204749,0.184362,0.090579,0.07223,0.096695,0.076599,0.175042,0.159605
0.213196,0.197468,0.099317,0.080386,0.105724,0.085337,0.158441,0.148247
0.247855,0.149412,0.078347,0.056212,0.089123,0.079221,0.180866,0.161062
0.14417,0.129606,0.046891,0.036115,0.062328,0.042814,0.183196,0.166887
0.160188,0.146791,0.069026,0.056503,0.080386,0.063201,0.175625,0.144461
0.161353,0.144752,0.061746,0.046018,0.071939,0.053007,0.195138,0.263291
0.161353,0.135723,0.087084,0.051551,0.062328,0.04427,0.207953,0.169216
0.206206,0.191351,0.101065,0.084754,0.099317,0.075434,0.137179,0.130481
0.114462,0.103103,0.028251,0.02097,0.036697,0.024465,0.239991,0.228632
0.169217,0.156402,0.064075,0.049513,0.075725,0.059415,0.167469,0.166595
0.182615,0.166013,0.075143,0.063201,0.082133,0.067279,0.24232,0.179702
0.136305,0.119413,0.031455,0.022426,0.039901,0.02796,0.232127,0.190478
0.157276,0.142713,0.052426,0.038736,0.055628,0.039319,0.191934,0.168634
0.168926,0.141548,0.046017,0.044562,0.043979,0.033493,0.183779,0.327949
0.11184,0.114171,0.0233,0.015436,0.032329,0.021261,0.196595,0.180867
0.152615,0.144751,0.078347,0.060871,0.056502,0.041649,0.184362,0.172712
0.184071,0.165721,0.073977,0.05825,0.08388,0.056211,0.188148,0.185527
0.111258,0.100482,0.013397,0.007864,0.019805,0.01165,0.309017,0.221933
0.175915,0.161644,0.072813,0.057667,0.085336,0.063784,0.206206,0.20009
0.147955,0.132519,0.048057,0.03728,0.042523,0.029707,0.199216,0.339016
0.126112,0.115044,0.028251,0.019805,0.036406,0.026504,0.198342,0.182905
0.128733,0.135432,0.029416,0.021261,0.036115,0.025339,0.242321,0.237952
0.166304,0.145335,0.060289,0.047183,0.069609,0.053299,0.195721,0.254553
0.199798,0.179411,0.095531,0.071357,0.084462,0.066405,0.1631,0.166304
0.164265,0.136305,0.05825,0.055337,0.083881,0.053008,0.181158,0.176498
0.049221,0.038153,0.024174,0.017184,0.032038,0.021844,0.222516,0.213487
0.119413,0.107181,0.036115,0.02563,0.044271,0.031746,0.168926,0.162227
0.136306,0.129025,0.045144,0.047183,0.054173,0.039028,0.191061,0.173877
0.136014,0.159897,0.041066,0.029999,0.04893,0.034658,0.20009,0.179702
0.148538,0.129607,0.044271,0.032912,0.052134,0.039027,0.240574,0.210283
0.192225,0.161062,0.087375,0.084463,0.099316,0.078055,0.152907,0.134849
0.155819,0.149994,0.047765,0.038445,0.049804,0.042232,0.188731,0.485515
0.164266,0.147664,0.055046,0.042231,0.067279,0.048348,0.192517,0.243195
0.146208,0.132519,0.049221,0.038154,0.06058,0.043979,0.191352,0.163974
0.194555,0.186109,0.077473,0.058541,0.086792,0.069027,0.20504,0.176207
0.190187,0.162227,0.060289,0.046891,0.076599,0.057958,0.198342,0.157276
0.16048,0.148829,0.059998,0.0466,0.061454,0.045144,0.214652,0.190187
0.178536,0.166596,0.072522,0.059124,0.075143,0.056794,0.202419,0.187856
0.179119,0.1631,0.107471,0.097569,0.055629,0.039902,0.23504,0.3329
0.219603,0.198341,0.100481,0.080094,0.109219,0.087667,0.187857,0.211448
0.171256,0.155528,0.05359,0.040483,0.065822,0.0466,0.216691,0.243777
0.176498,0.168343,0.055629,0.041649,0.06524,0.048347,0.213196,0.251058
0.135723,0.132811,0.026504,0.01864,0.035824,0.024173,0.23737,0.235622
0.181449,0.167469,0.072813,0.057959,0.078929,0.06058,0.202128,0.290668
0.185818,0.168925,0.065532,0.049513,0.064949,0.050386,0.18174,0.178245
0.144751,0.131645,0.026795,0.018349,0.035241,0.023009,0.248437,0.229506
0.193682,0.17912,0.050095,0.037281,0.062327,0.045726,0.195138,0.430469
0.159314,0.146499,0.043979,0.032329,0.060289,0.043396,0.227467,0.174168
0.136597,0.122034,0.030582,0.022135,0.033494,0.024465,0.220768,0.19805
0.144752,0.133102,0.034076,0.023009,0.046892,0.025047,0.241447,0.2164
0.183196,0.164265,0.070774,0.055921,0.083007,0.061454,0.240864,0.214361
0.172129,0.156984,0.052425,0.041358,0.056212,0.043688,0.216691,0.189313
0.161935,0.149994,0.067861,0.043687,0.065823,0.044561,0.180284,0.168634
0.157567,0.145625,0.04893,0.036407,0.052425,0.037863,0.199216,0.162809
0.153781,0.141547,0.048348,0.032038,0.052425,0.035242,0.212905,0.175625
0.162227,0.135722,0.046309,0.035533,0.050677,0.036698,0.203584,0.182032
0.147664,0.129898,0.045435,0.034659,0.052717,0.03728,0.210283,0.177663
0.131063,0.116209,0.03029,0.02097,0.039027,0.026795,0.217273,0.197468
0.138053,0.12116,0.055046,0.040484,0.062619,0.0466,0.195429,0.185527
0.133393,0.1165,0.054173,0.041067,0.062036,0.048348,0.187566,0.179119
0.124656,0.127277,0.047765,0.052717,0.049513,0.036407,0.211157,0.202128
0.15378,0.138344,0.057376,0.045144,0.065823,0.051551,0.185235,0.163391
0.137762,0.130189,0.040775,0.031746,0.050678,0.037281,0.258631,0.200089
0.146208,0.13048,0.059415,0.04427,0.0699,0.052425,0.201837,0.249311
0.134849,0.122325,0.031455,0.023009,0.034659,0.023591,0.189604,0.416489
0.134849,0.121161,0.037571,0.027087,0.0466,0.032329,0.25368,0.231544
0.128733,0.118247,0.033202,0.021261,0.031746,0.021552,0.230088,0.213778
0.153489,0.133684,0.077472,0.059124,0.074269,0.055629,0.207662,0.154654
0.134849,0.120578,0.029416,0.020096,0.039901,0.025048,0.213779,0.393189
0.137179,0.109802,0.036115,0.022717,0.044853,0.029708,0.1864,0.207953
0.131063,0.115044,0.035533,0.02563,0.045726,0.030872,0.183197,0.277562
0.141548,0.124364,0.053299,0.042813,0.061745,0.05126,0.592404,0.195721
