"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"cell phones SPL(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"FMConfig(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cell-Phone-SPL-2014(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cell-Phone-SPL-2014-Part2(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cell-Phone-SPL-2014-Mined(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Magister 2014-ROLOG(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MarketPlace-Sample(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"teste(13)","1.0","1.0","1.0","1.0","1.0","1.0","0.9359909235958873","0.9359909235958873","1.0","0.9359909235958873","0.9359909235958873","1.0","1.0"
"SPL Studies(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9778453874185431","1.0","1.0","1.0","1.0","1.0"
"Content(13)","1.0","1.0","1.0","1.0","1.0","1.0","0.8772703590898567","1.0","1.0","1.0","1.0","1.0","1.0"
"Stamppy(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"search-engine(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Javed Test 2(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MoviesApp(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Movie System(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SmartHotel(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Smart Queue(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Online shopping software(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"2 - Eleição de um prefeito e um Vereador(13)","1.0","1.0","1.0","1.0","1.0","1.0","0.8755188699311408","0.8755188699311408","1.0","1.0","1.0","1.0","1.0"
"Visit Indonesia Apps(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Priscilinha(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Home(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Windows .NET(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"HADAS-security(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Ligne de produits de Eshop(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobilePhone(13)","1.0","1.0","1.0","1.0","1.0","1.0","0.8279890593654157","0.8495275337887703","0.8495275337887703","0.8495275337887703","0.8495275337887703","1.0","1.0"
"MoviesApp PL(13)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Car PL(14)","1.0","1.0","1.0","1.0","1.0","1.0","0.9845894043092069","0.9845894043092069","1.0","1.0","1.0","1.0","1.0"
"IDE4OCL(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"WB(14)","1.0","1.0","1.0","1.0","1.0","1.0","0.9181078919711326","0.9198059751175348","1.0","1.0","1.0","1.0","1.0"
"MiniTV(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Carro Model(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"CTOS MODEL(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Phone, until relase 5(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ELPS - ISE(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"UML-IDE-TOOL(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Linha de produtos - SimulES e PnP(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Car demo(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Simple Drawing Tools(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"pruebapalabras(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"PhysEval(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"JhotDrawn(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"User Model(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Buzzard Radio play DB(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"RE Process(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media JULIO(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"matrices(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile media v4(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Phone Software(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Celular(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Pip(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"AGORA(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SHIFT QAs(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"BSS_CS5702_G3(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Smart-phone(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Scenario Application(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Simplified Smart Hotel(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Content Store(14)","1.0","1.0","1.0","1.0","1.0","1.0","0.8650899311419595","0.9966150144018306","1.0","0.9966150144018306","0.9966150144018306","1.0","1.0"
"Urna Gleidson(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Eleição de um prefeito e um vereador(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"LeSE - Learning Software Engineering(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"LeSE - Learning Software Engineering (Aprendendo Engenharia de Software)(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Clinica Medica(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Celulares(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"video on demand(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Pizza(14)","1.0","1.0","1.0","1.0","1.0","1.0","0.9307857198929304","0.9698266095269554","1.0","1.0","1.0","1.0","1.0"
"Virtual_Office_of_the_Future(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Search_Engine_PL(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9938432743627935","1.0","1.0","1.0","1.0","1.0"
"JPlug(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"James(14)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cell Phone(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Web Content Delivery(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.9096266151555935","0.9096266151555935","1.0","0.9096266151555935","0.9096266151555935","1.0","1.0"
"Coff Feature Model(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"VMS(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Test(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.5133872063459965","0.5133872063459965","1.0","0.5133872063459965","0.5133872063459965","1.0","1.0"
"Venza(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SD Voter pattern feature model(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Technical Solution Process(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"iNavBasic(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Transmission(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.9802175883627386","0.9802175883627386","1.0","1.0","1.0","1.0","1.0"
"Agile Simules(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Lenita(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Estudo Experimental 2(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Flight Reservations(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Ibraim(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_LeonardoVasconcelos(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Bruno(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_MarinaMB(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_CarlosEduardoPaulinoSilva(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile media v5(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ACARLOS_car(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Cars xpto(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"UPT TAM(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Software-Product(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Pruebas Booleanas(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"e-commerce(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.827617931018826","1.0","1.0","1.0","1.0","1.0","1.0"
"testmodel1(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"robot experiment(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.7905005808059518","0.7905005808059518","1.0","1.0","1.0","1.0","1.0"
"Proceso Analisis(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9955233440247144","1.0","1.0","0.9955233440247144","1.0"
"Metadata(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna eletronica Vinicius Cesar(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"markke core asset testing(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Automóvil(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.908889173303969","0.908889173303969","1.0","0.908889173303969","0.908889173303969","1.0","1.0"
"CPS(15)","1.0","1.0","1.0","1.0","1.0","1.0","0.8882306241801677","0.8882306241801677","1.0","1.0","1.0","1.0","1.0"
"smart phone(15)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Games(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SoftwareClassification(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.7086474436447773","1.0","1.0","1.0","1.0","1.0"
"GoPhone Inc(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Web Game(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Simaldores de Engenharia de Software(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Disciplina(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media Bruno R(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Marcelo(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_VitorSales(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"mobile_media_thom(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_BrunoMartins(16)","1.0","1.0","1.0","1.0","1.0","1.0","0.9778222292757792","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Pedro_Pires(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_HudsonSilvaBorges(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.967679949263369","1.0","1.0","1.0","1.0","1.0"
"Henrique Gomes Nunes(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.920612463682545","1.0","1.0","1.0","1.0","1.0"
"Mobile Media(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile  Model(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"modelo celular(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"mobile media(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia7(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"modelo mobilemedia(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile  Model(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Exercicio Experimento 1(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9884845692186734","1.0","1.0","0.9884845692186734","1.0","1.0"
"Requisitos II(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9158826840867138","1.0","1.0","1.0"
"Pruebas II(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Test Collaboration System(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"notebook(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media Test(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"teste puc(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia-Bruno-ExpUFMG(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_mgarnier(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Diego(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Luciano(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Sisgeo(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Cleice(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_Thanis(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media_LeonardoSilva(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9121754821155599","1.0","1.0","0.9121754821155599","1.0","1.0"
"MobileMedia_DiegoTavares(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_JulianaPadilha(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile_Media_Gabriela(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media Thiago(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9946810986334023","1.0","1.0","0.9946810986334023","1.0","1.0"
"myHolidays(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Data Collection Model(16)","1.0","1.0","1.0","1.0","1.0","1.0","0.8986712092629537","0.8986712092629537","1.0","1.0","1.0","1.0","1.0"
"MobilePhone(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"a(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Middle Office(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IoT-MPL(16)","1.0","1.0","1.0","1.0","1.0","1.0","0.8344906280399591","0.8344906280399591","1.0","1.0","1.0","1.0","1.0"
"Smart Phone Feature Model(16)","1.0","1.0","1.0","1.0","1.0","1.0","0.94206696792973","0.94206696792973","1.0","1.0","1.0","1.0","1.0"
"Navigation Protocol(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.8882776636539061","1.0","1.0","1.0","1.0","1.0"
"Urna - Municipal(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SIXL(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9005701336605305","1.0","1.0","1.0","1.0","1.0"
"dinner(16)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Small Graph Product Line(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"AudioPlayer(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media until relase 7(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SMS a Cobrar / Resposta paga(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Basic Text Editor(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"GuideAgent(17)","1.0","1.0","1.0","1.0","1.0","1.0","0.9954051237806539","1.0","1.0","0.9954051237806539","1.0","1.0","1.0"
"Mobile Media(17)","1.0","1.0","1.0","1.0","1.0","1.0","0.9906977830313553","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile Media Adriano Lages(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"daniel souza(17)","1.0","1.0","1.0","1.0","1.0","1.0","0.9768689825407673","1.0","1.0","1.0","1.0","1.0","1.0"
"MobileMedia_BrunoAquino(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.990624497355366","1.0","1.0","0.990624497355366","1.0","1.0"
"MobileMedia_Gustavo(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"celular(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Modelo de Celulares(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mobile  Model(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9859584841096071","1.0","1.0","1.0","1.0","1.0"
"Willian Oizumi - Mobile Media(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.8929340620878577","1.0","1.0","1.0","1.0","1.0"
"Gsist(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SmartPhone Device(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9946298226482099","1.0","1.0","0.9946298226482099","1.0","1.0"
"DiegoMobileMedia(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9919746247596811","1.0","1.0","1.0","1.0","1.0"
"Mobile_Media_Gabriela(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"EventosPerez(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"variabilidad(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SIGA-lctf-fta(17)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
